t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1480496976,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,129.453217,0.000000,0.000000,0.000000,calls/second,milliseconds
1480496977,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,56.557266,0.000000,0.000000,0.000000,calls/second,milliseconds
1480496978,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,36.131336,0.000000,0.000000,0.000000,calls/second,milliseconds
1480496979,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,26.517036,0.000000,0.000000,0.000000,calls/second,milliseconds
1480496980,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,20.963792,0.000000,0.000000,0.000000,calls/second,milliseconds
1480496981,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,17.339604,20.000000,20.000000,20.000000,calls/second,milliseconds
1480496982,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,14.772651,20.000000,20.000000,20.000000,calls/second,milliseconds
1480496983,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,12.867685,20.000000,20.000000,20.000000,calls/second,milliseconds
1480496984,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,11.400934,20.000000,20.000000,20.000000,calls/second,milliseconds
1480496985,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,10.236374,20.000000,20.000000,20.000000,calls/second,milliseconds
1480496986,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,9.286134,18.400888,19.669429,19.889197,calls/second,milliseconds
1480496987,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,8.497349,18.400888,19.669429,19.889197,calls/second,milliseconds
1480496988,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,7.831180,18.400888,19.669429,19.889197,calls/second,milliseconds
1480496989,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,7.262865,18.400888,19.669429,19.889197,calls/second,milliseconds
1480496990,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,6.771104,18.400888,19.669429,19.889197,calls/second,milliseconds
1480496991,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,6.340595,16.929634,19.344322,19.779008,calls/second,milliseconds
1480496992,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,5.962591,16.929634,19.344322,19.779008,calls/second,milliseconds
1480496993,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,5.627441,16.929634,19.344322,19.779008,calls/second,milliseconds
1480496994,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,5.328043,16.929634,19.344322,19.779008,calls/second,milliseconds
1480496995,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,5.058557,16.929634,19.344322,19.779008,calls/second,milliseconds
1480496996,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,4.814403,15.576016,19.024588,19.669429,calls/second,milliseconds
1480496997,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,4.593805,15.576016,19.024588,19.669429,calls/second,milliseconds
1480496998,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,4.392027,15.576016,19.024588,19.669429,calls/second,milliseconds
1480496999,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,4.206927,15.576016,19.024588,19.669429,calls/second,milliseconds
1480497000,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,4.037314,15.576016,19.024588,19.669429,calls/second,milliseconds
1480497001,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,3.880385,14.330626,18.710140,19.560457,calls/second,milliseconds
1480497002,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,3.735447,14.330626,18.710140,19.560457,calls/second,milliseconds
1480497003,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,3.601197,14.330626,18.710140,19.560457,calls/second,milliseconds
1480497004,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,3.476036,14.330626,18.710140,19.560457,calls/second,milliseconds
1480497005,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,3.359222,14.330626,18.710140,19.560457,calls/second,milliseconds
1480497006,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,3.250051,13.184813,18.400888,19.452090,calls/second,milliseconds
1480497007,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,3.147638,13.184813,18.400888,19.452090,calls/second,milliseconds
1480497008,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,3.051717,13.184813,18.400888,19.452090,calls/second,milliseconds
1480497009,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,2.961346,13.184813,18.400888,19.452090,calls/second,milliseconds
1480497010,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,2.876029,13.184813,18.400888,19.452090,calls/second,milliseconds
1480497011,100,130.431141,41.325846,10.311474,22.402488,35.247115,52.279474,76.788237,107.695473,116.192951,130.431141,2.795751,12.130613,18.096748,19.344322,calls/second,milliseconds
