t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1480497011,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.027956,0.121306,0.180967,0.193443,calls/second,milliseconds
1480497012,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.027195,0.121306,0.180967,0.193443,calls/second,milliseconds
1480497013,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.026476,0.121306,0.180967,0.193443,calls/second,milliseconds
1480497014,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.025791,0.121306,0.180967,0.193443,calls/second,milliseconds
1480497015,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.025144,0.121306,0.180967,0.193443,calls/second,milliseconds
1480497016,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.024528,0.111607,0.177976,0.192372,calls/second,milliseconds
1480497017,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.023940,0.111607,0.177976,0.192372,calls/second,milliseconds
1480497018,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.023380,0.111607,0.177976,0.192372,calls/second,milliseconds
1480497019,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.022846,0.111607,0.177976,0.192372,calls/second,milliseconds
1480497020,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.022335,0.111607,0.177976,0.192372,calls/second,milliseconds
1480497021,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.021848,0.102683,0.175035,0.191306,calls/second,milliseconds
1480497022,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.021381,0.102683,0.175035,0.191306,calls/second,milliseconds
1480497023,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.020934,0.102683,0.175035,0.191306,calls/second,milliseconds
1480497024,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.020504,0.102683,0.175035,0.191306,calls/second,milliseconds
1480497025,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.020091,0.102683,0.175035,0.191306,calls/second,milliseconds
1480497026,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.019696,0.094473,0.172142,0.190246,calls/second,milliseconds
1480497027,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.019316,0.094473,0.172142,0.190246,calls/second,milliseconds
1480497028,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.018950,0.094473,0.172142,0.190246,calls/second,milliseconds
1480497029,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.018597,0.094473,0.172142,0.190246,calls/second,milliseconds
1480497030,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.018257,0.094473,0.172142,0.190246,calls/second,milliseconds
1480497031,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.017930,0.086920,0.169296,0.189192,calls/second,milliseconds
1480497032,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.017614,0.086920,0.169296,0.189192,calls/second,milliseconds
1480497033,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.017309,0.086920,0.169296,0.189192,calls/second,milliseconds
1480497034,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.017014,0.086920,0.169296,0.189192,calls/second,milliseconds
1480497035,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.016731,0.086920,0.169296,0.189192,calls/second,milliseconds
1480497036,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.016455,0.079970,0.166498,0.188144,calls/second,milliseconds
1480497037,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.016189,0.079970,0.166498,0.188144,calls/second,milliseconds
1480497038,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.015930,0.079970,0.166498,0.188144,calls/second,milliseconds
1480497039,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.015681,0.079970,0.166498,0.188144,calls/second,milliseconds
1480497040,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.015439,0.079970,0.166498,0.188144,calls/second,milliseconds
1480497041,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.015205,0.073576,0.163746,0.187101,calls/second,milliseconds
1480497042,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.014977,0.073576,0.163746,0.187101,calls/second,milliseconds
1480497043,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.014756,0.073576,0.163746,0.187101,calls/second,milliseconds
1480497044,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.014541,0.073576,0.163746,0.187101,calls/second,milliseconds
1480497045,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.014332,0.073576,0.163746,0.187101,calls/second,milliseconds
1480497046,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.014130,0.067693,0.161040,0.186065,calls/second,milliseconds
1480497047,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.013933,0.067693,0.161040,0.186065,calls/second,milliseconds
1480497048,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.013742,0.067693,0.161040,0.186065,calls/second,milliseconds
1480497049,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.013556,0.067693,0.161040,0.186065,calls/second,milliseconds
1480497050,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.013374,0.067693,0.161040,0.186065,calls/second,milliseconds
1480497051,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.013198,0.062281,0.158378,0.185034,calls/second,milliseconds
1480497052,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.013026,0.062281,0.158378,0.185034,calls/second,milliseconds
1480497053,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.012858,0.062281,0.158378,0.185034,calls/second,milliseconds
1480497054,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.012695,0.062281,0.158378,0.185034,calls/second,milliseconds
1480497055,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.012536,0.062281,0.158378,0.185034,calls/second,milliseconds
1480497056,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.012381,0.057301,0.155760,0.184009,calls/second,milliseconds
1480497057,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.012229,0.057301,0.155760,0.184009,calls/second,milliseconds
1480497058,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.012081,0.057301,0.155760,0.184009,calls/second,milliseconds
1480497059,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.011938,0.057301,0.155760,0.184009,calls/second,milliseconds
1480497060,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.011796,0.057301,0.155760,0.184009,calls/second,milliseconds
1480497061,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.011659,0.052719,0.153186,0.182989,calls/second,milliseconds
1480497062,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.011525,0.052719,0.153186,0.182989,calls/second,milliseconds
1480497063,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.011393,0.052719,0.153186,0.182989,calls/second,milliseconds
1480497064,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.011265,0.052719,0.153186,0.182989,calls/second,milliseconds
1480497065,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.011139,0.052719,0.153186,0.182989,calls/second,milliseconds
1480497066,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.011017,0.048504,0.150654,0.181976,calls/second,milliseconds
1480497067,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.010897,0.048504,0.150654,0.181976,calls/second,milliseconds
1480497068,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.010779,0.048504,0.150654,0.181976,calls/second,milliseconds
1480497069,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.010664,0.048504,0.150654,0.181976,calls/second,milliseconds
1480497070,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.010551,0.048504,0.150654,0.181976,calls/second,milliseconds
1480497071,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.010442,0.044626,0.148164,0.180967,calls/second,milliseconds
1480497072,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.010334,0.044626,0.148164,0.180967,calls/second,milliseconds
1480497073,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.010228,0.044626,0.148164,0.180967,calls/second,milliseconds
